id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,simplifiedName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,OG_geodeticDatum,geodeticDatum_translated_to.WGS83,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey.dbpk,collID,recordID,references
468987,SD,,,PreservedSpecimen,6C7B4EE7-F755-4492-89AA-6DF09573D1EA,SD00062668,SD27136,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Frank F. Gander,,8473,5/2/40,,1940,5,2,123,NA,5/2/40,,,,,NA,NA,NA,NA,NA,,,NA,NA,,FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,O'Neill Lake,,0,NA,33.33047,-117.32216,WGS84,,1609,,mak,,TOPO! v3.4.2,,Field notes say also Santa Margarita Ranch,NA,NA,NA,NA,NA,unknownft.,,,,9/4/24 12:55,SD27136,43,7e18171e-6edd-4554-adbd-35426e84c173,https://cch2.org/portal/collections/individual/index.php?occid=468987
469010,SD,,,PreservedSpecimen,FF411FFF-B6AB-495F-922F-B85C1C86648D,SD00062563,SD113141,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,,,,,,,,NA,Darley F. Howe,,1048,2/16/41,,1941,2,16,47,NA,2/16/41,,,,,NA,NA,NA,NA,NA,,,NA,NA,,FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,Near Otay,,0,NA,32.58927,-117.053,WGS84,,NA,,n/a,,Coordinates from label,,"Which Otay, mountain or mesa",NA,NA,NA,NA,NA,unknownft.,,,,9/4/24 12:55,SD113141,43,2701682f-3a16-420a-a494-5051b559b38f,https://cch2.org/portal/collections/individual/index.php?occid=469010
110889,SBBG,,,PreservedSpecimen,9d774260-7905-48a5-8341-02f2df783cd9,SBBG213835,SBBG_old: 47443,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,N. C. Cooper,,1152,4/23/44,,1944,4,23,114,NA,4/23/44,,roadside & fields,,fls blue to white,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Bernardino,,Pomona,,0,NA,34.05547,-117.74912,WGS84,,3218,,Rancho Santa Ana (no. 8),,Rancho Santa Ana: 2007-2009 CCH GBIF georeferencing grant,,georef from 2006-2015 archive backup file; Date Georeferenced: Mon Dec 26 13:37:13 2011,NA,NA,NA,NA,NA,,,,alejanneros,9/25/18 1:01,,16,9f51c780-bd8c-416a-98ca-149cd6b4a8aa,https://cch2.org/portal/collections/individual/index.php?occid=110889
469012,SD,,,PreservedSpecimen,C4A67F5C-54CF-487D-9626-3C68D97317E7,SD00062667,SD113143,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Darley F. Howe,,1242,7/21/44,,1944,7,21,203,NA,7/21/44,,,,,NA,NA,NA,NA,NA,,,NA,NA,,FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,Cultivated ground 1.0 mile north of Otay.,,0,NA,32.61009,-117.06784,WGS84,,NA,,n/a,,Coordinates from label,,"Which Otay, mountain or mesa",NA,NA,NA,NA,NA,unknownft.,,,,9/4/24 12:55,SD113143,43,e7f1d8ac-cfff-4671-946f-890d13688eca,https://cch2.org/portal/collections/individual/index.php?occid=469012
304556,UCSB,,,PreservedSpecimen,fc2b8820-1a5d-11e3-b49f-525400a0a001,UCSB032011,59666,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Lyman Benson,,11728,5/21/45,,1945,5,21,141,NA,,,Chaparral; woodland; north slope; heavy soils,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,Sheet - 1,NA,,NA,NA,NA,United States,California,Los Angeles,,1300 feet Pacific Slope Drainage,,0,NA,34.115,-117.7133333,NAD83,,NA,,,,,,"copied from duplicate; Latitude was missing the degree, I added the 34d. Mapps correctly, in the Garden, Indian Hill is actual hill, not the street]; <1/4 section (appx. <400 M); <1/4 section (appx. <400 M)",NA,NA,NA,NA,NA,,,,preprocessed,6/11/14 9:16,,35,a8f2f44b-14a6-45ba-bb5e-43b5a4f3e9e4,https://cch2.org/portal/collections/individual/index.php?occid=304556
2411397,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74215,74215,urn:catalog:CAS:BOT:480326,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,NA,"Pollard, Henry M.",,s.n.,3/24/45,,1945,3,24,83,NA,24-Mar-45,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Ventura,,Ventura River Basin. Fairview Road.,,0,NA,34.4565,-119.27986,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/13/11 12:25,urn:catalog:CAS:BOT-BC:74215,1,8ffe0f10-1e71-42ac-ac94-497c19ea3922,https://cch2.org/portal/collections/individual/index.php?occid=2411397
47113,SBBG,,,PreservedSpecimen,1cfccead-16c2-46a7-8300-807381b4bae1,SBBG213834,SBBG_old: 25547,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Dara Emery,,,4/4/47,,1947,4,4,94,NA,4/4/47,,,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowers Present; Fruit Present,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Los Angeles,,San Fernando Valley,,0,NA,NA,NA,NULL,,30000,,DHWilken,,GeoLocate,,ER > 30 km; too vague to georeference,NA,NA,NA,NA,NA,,,,,9/25/18 1:01,,16,ae63514d-1f52-4bb2-9b1e-b7ca4d633aa8,https://cch2.org/portal/collections/individual/index.php?occid=47113
304543,UCSB,,,PreservedSpecimen,fc2b37d0-1a5d-11e3-b49f-525400a0a001,UCSB032009,2431,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,"Kamb, Peter",,760,2/1/48,,1948,2,1,32,NA,,,Damp roadside ditch; Upper Sonoran Zone,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,Sheet - 1,NA,,NA,NA,NA,United States,California,Riverside,,"Valley in the Jurupa Mts. west of Colton, San Bernardino/Riverside County",,0,NA,34.030014,-117.41687,NAD27,yes,5000,,UCRiverside A,,CCH GBIF georeference (copied from UCD56268),,Sun Mar 2 21:11:46 2014,NA,NA,NA,NA,NA,,,,preprocessed,6/11/14 9:15,,35,ecfc5503-93c4-48d4-8343-95b0da04051e,https://cch2.org/portal/collections/individual/index.php?occid=304543
2291878,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74283,74283,urn:catalog:CAS:BOT:490962,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,NA,"Gallup, A. H.",,s.n.,3/17/49,,1949,3,17,76,NA,3/17/49,Common. Native of Eurasia.,In open places.,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Los Angeles,,"Near north-central portion of the property, LASCA.",,0,NA,34.1432,-118.05502,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/13/11 17:01,urn:catalog:CAS:BOT-BC:74283,1,0df0bd87-12a9-4682-9a22-1cceb6d7c7b4,https://cch2.org/portal/collections/individual/index.php?occid=2291878
375726,SDSU,,,PreservedSpecimen,6910e0ce-c5e5-4a35-acb6-9503d17d39f7,SDSU01249,01249,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,"Collier, Gerald",,M194,4/7/51,,1951,4,7,97,NA,4/7/51,,Brim of sea bluff Point Dume.,,,NA,NA,NA,NA,NA,,,NA,NA,,,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Los Angeles,,About 2 miles west of U.S Hwy 101. 100 yards from road.,,0,NA,34.00137,-118.80715,,,NA,,,,,,,NA,NA,NA,NA,NA,,,,preprocessed,4/12/23 0:18,,6,6910e0ce-c5e5-4a35-acb6-9503d17d39f7,https://cch2.org/portal/collections/individual/index.php?occid=375726
375714,SDSU,,,PreservedSpecimen,31c8303f-e91e-4b23-a4aa-ab4c877fc897,SDSU01237,01237,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,"Beckett, G.D.",,2950,3/12/51,,1951,3,12,71,NA,3/12/51,,,,Wild-radish.?,NA,NA,NA,NA,NA,,,NA,NA,,,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,Bonita.,,0,NA,32.65783,-117.03003,WGS84,,1609,32.66∞ N; 117.03∞ W,Mary Alice Kessler,,Rancho Santa Ana: 2007-2009 CCH GBIF georeferencing grant,,3-Mar-09,NA,NA,NA,NA,NA,,,,preprocessed,4/12/23 0:18,,6,31c8303f-e91e-4b23-a4aa-ab4c877fc897,https://cch2.org/portal/collections/individual/index.php?occid=375714
5504845,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:684482,684482,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,,,,,,,,NA,"Roos, John C.",,5565,4/22/52,,1952,4,22,113,NA,22-Apr-52,Cruciferae. Flowers yellow. . CalState Hayward.,"along roadside with Chenopodium album, Raphanus sativus, ect.",,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,San Bernardino,,Loma Linda; San Bernardino Valley.,,0,NA,34.05533,-117.26123,,,NA,,,,,,,320,NA,NA,NA,NA,1050.0000000000 ft,,en,,6/14/22 10:30,urn:catalog:CAS:BOT-BC:684482,1,651b821f-0c74-435a-9ab1-a2d36fd52c1c,https://cch2.org/portal/collections/individual/index.php?occid=5504845
469021,SD,,,PreservedSpecimen,CC725B0A-5C78-4CAB-B83E-B019EFFF400C,SD00061955,SD143423,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus|Raphanus raphanistrum|Raphanus raphanistrum subsp. raphanistrum,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum f. albus,Raphanus raphanistrum,417603,(Sch¸bl. & G. Martens) Thell.,Raphanus,NA,raphanistrum,f.,albus,Form,,,,,,,,NA,Skip Stone,,20A,4/1/52,,1952,4,1,92,NA,4/1/52,,Loam,,,NA,NA,NA,NA,NA,,,NA,NA,grassy meadow,FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,National City,,0,NA,32.67811,-117.09919,WGS84,,3218,,mak,,TOPO! v3.4.2,,,NA,NA,NA,NA,NA,unknownft.,,,,9/4/24 12:56,SD143423,43,1b70b242-d672-4983-ae5f-c509436bcab7,https://cch2.org/portal/collections/individual/index.php?occid=469021
375708,SDSU,,,PreservedSpecimen,c12c8217-99e8-447c-88ea-5a4affb75b54,SDSU01231,01231,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,"Coop, Wm E.",,,5/1/52,,1952,5,1,122,NA,5/1/52,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,Leucadia.,,0,NA,33.07216,-117.29556,WGS84,,1609,,San Diego NHM B,,(copied from SD28182),,georef from 2006-2015 archive backup file; Date Georeferenced: Wed Mar 7 14:49:11 2012,NA,NA,NA,NA,NA,,,,preprocessed,4/12/23 0:18,,6,c12c8217-99e8-447c-88ea-5a4affb75b54,https://cch2.org/portal/collections/individual/index.php?occid=375708
304537,UCSB,,,PreservedSpecimen,fc2b1782-1a5d-11e3-b49f-525400a0a001,UCSB031994,2402,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,,,,,,,,NA,Isabelle McElwain,,s.n.,3/29/53,,1953,3,29,88,NA,,,"Bottom of steep-sloping, N-facing, irregated cow-pasture",,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,Sheet - 1,NA,,NA,NA,NA,United States,California,Los Angeles,,"N of 18000 Bull Canyon Rd., Granada Hills",,0,NA,34.29362,-118.522631,WGS84,,500,,gwahlert (2020-09-11 15:59:48),,georef batch tool 2020-09-11,,,NA,NA,NA,NA,NA,,,,,6/11/14 9:10,,35,9029e95d-3173-4ff1-9ba5-954be18804d2,https://cch2.org/portal/collections/individual/index.php?occid=304537
304554,UCSB,,,PreservedSpecimen,fc2b8406-1a5d-11e3-b49f-525400a0a001,UCSB031998,2419,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Isabelle McElwain,,s.n.,3/29/53,,1953,3,29,88,NA,,,"Bottom of an irregated, north sloping cow-pasture",,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,Sheet - 1,NA,,NA,NA,NA,United States,California,Los Angeles,,500 yds. north of 18000 Bull Canyon Rd.,,0,NA,34.29362,-118.522631,WGS84,,500,,gwahlert (2020-09-11 15:59:48),,georef batch tool 2020-09-11,,,NA,NA,NA,NA,NA,,,,,6/11/14 9:12,,35,60ea8d68-5e32-4205-b722-ef8d726f88c4,https://cch2.org/portal/collections/individual/index.php?occid=304554
304571,UCSB,,,PreservedSpecimen,fc2ba4a4-1a5d-11e3-b49f-525400a0a001,UCSB032026,2425,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Norman Haller,,,4/18/53,,1953,4,18,108,NA,,,Vacant lot; growing among other vacant lot grasses,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,Sheet - 1,NA,,NA,NA,NA,United States,California,Los Angeles,,"Two lots up from Tri-Delt house, Hilgard Ave., University of Calif. at Los Angeles",,0,NA,34.06469,-118.4407,WGS84,,NA,,,,,,,NA,NA,NA,NA,NA,,,,,6/11/14 9:22,,35,1ce81d8e-348f-4bf4-babd-21856cee9c23,https://cch2.org/portal/collections/individual/index.php?occid=304571
304597,UCSB,,,PreservedSpecimen,fc2be752-1a5d-11e3-b49f-525400a0a001,UCSB032064,2417,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Ballard,,31,4/18/54,,1954,4,18,108,NA,,,Growing in open field,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,Sheet - 1,NA,,NA,NA,NA,United States,California,San Diego,,"Rancho Rincon del Diablo, Escondido",,0,NA,33.1188,-117.0846,WGS84,,8000,,San Diego NHM E,,Google Earth (copied from UCSB4851),,Wed Mar 1 14:02:33 2017,NA,NA,NA,NA,NA,,,,preprocessed,6/11/14 9:35,,35,fdf0b5c3-08b5-4b2d-9406-a3d7b29fc73f,https://cch2.org/portal/collections/individual/index.php?occid=304597
304567,UCSB,,,PreservedSpecimen,fc2b9ca2-1a5d-11e3-b49f-525400a0a001,UCSB032031,2420,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Ralph Philbrick,,459,3/1/55,,1955,3,1,60,NA,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,Sheet - 1,NA,,NA,NA,NA,United States,California,Los Angeles,,"South of La Verne, Puddingstone Dam, San Jose Mts.",,0,NA,34.087141,-117.798379,WGS84,,3000,,gwahlert (2020-01-22 17:12:38),,georef batch tool 2020-01-22,,,NA,NA,NA,NA,NA,,,,,6/11/14 9:23,,35,3dd3732e-c51c-41a0-b70d-fb33c209e397,https://cch2.org/portal/collections/individual/index.php?occid=304567
304598,UCSB,,,PreservedSpecimen,fc2be928-1a5d-11e3-b49f-525400a0a001,UCSB032063,007094,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Robert H. Gill,,17,3/7/59,,1959,3,7,66,NA,7-Mar-59,S-facing slope.,Chaparral.,"Sand, rocky soil.",,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,Sheet - 1,NA,,NA,NA,NA,United States,California,Los Angeles,Claremont,Corner of Baseline and Mills Ave.,,0,NA,34.121676,-117.707205,WGS84,,500,,,,,,,NA,NA,NA,NA,NA,,,,,6/11/14 9:34,,35,98c337f3-9458-4138-94e7-34149ff82fd3,https://cch2.org/portal/collections/individual/index.php?occid=304598
2456431,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74282,74282,urn:catalog:CAS:BOT:477256,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,NA,"Raven, Peter H.; Thompson, Henry J.",,14320,6/4/59,,1959,6,4,155,NA,"June 4, 1959.",Corollas violet.,Dune grassland behind point.,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Los Angeles,,Santa Monica Mountains. Point Dume.,,0,NA,34.00000477,-118.800905,,,NA,"34∞00'N, 118∞48'W",,,,,,46,NA,NA,NA,NA,150.0000000000 ft,,en,,5/13/11 17:00,urn:catalog:CAS:BOT-BC:74282,1,823b1563-1386-4269-bbb4-df3d9cc56cfb,https://cch2.org/portal/collections/individual/index.php?occid=2456431
2378585,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74277,74277,urn:catalog:CAS:DS:557168,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,NA,"Lindholm, Raymond",,s.n.,2/3/61,,1961,2,3,34,NA,2/3/61,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Los Angeles,,Near Laverne.,,0,NA,34.10183,-117.76775,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/13/11 16:51,urn:catalog:CAS:BOT-BC:74277,1,3cbce4bd-41a4-4599-b028-434577a74c7c,https://cch2.org/portal/collections/individual/index.php?occid=2378585
5504851,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:684488,684488,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,"Bullock, Barbara",,s.n.,4/18/62,,1962,4,18,108,NA,18-Apr-62,Soil: sandy. . CalState Hayward.,Coastal field,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Los Angeles,,San Pedro,,0,NA,33.72113,-118.29113,,,NA,,,,,,,152,NA,NA,NA,NA,500.0000000000 ft,,en,,6/14/22 11:11,urn:catalog:CAS:BOT-BC:684488,1,7bd5ca5a-e7e1-4999-9699-0144edb68fe1,https://cch2.org/portal/collections/individual/index.php?occid=5504851
469002,SD,,,PreservedSpecimen,561E11AF-B07B-4997-A215-5D79ED214538,SD00062666,SD53650,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Reid Moran,,9697,5/18/62,,1962,5,18,138,NA,5/18/62,,,,,NA,NA,NA,NA,NA,,,NA,NA,,FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Canyon south of Natural History Museum, Balboa Park.",,0,NA,32.72822,-117.14954,WGS84,,402,,mak,,TOPO! v3.4.2,,,NA,NA,NA,NA,NA,unknownft.,,,,9/4/24 12:55,SD53650,43,2c884a41-cdd1-4225-adab-759a614a50e7,https://cch2.org/portal/collections/individual/index.php?occid=469002
375702,SDSU,,,PreservedSpecimen,fd6be72a-94aa-4c8b-bbe4-d7363d611d45,SDSU01225,01225,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,"Bigelow, Ronald H.",,,5/4/62,,1962,5,4,124,NA,5/4/62,,Growing among grass along road on east side of road.,,,NA,NA,NA,NA,NA,,,NA,NA,,,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,1/4 mile North of College Avenue on Mallard Rd.,Mallard is south of College; Ambiguous,0,NA,32.72954,-117.05541,WGS84,,403,,San Diego NHM E,,TOPO! (copied from SDSU2932),,georef from 2015-2018 archive backup file; Date Georeferenced: Thu Apr 6 12:03:42 2017,NA,NA,NA,NA,NA,,,,preprocessed,4/12/23 0:18,,6,fd6be72a-94aa-4c8b-bbe4-d7363d611d45,https://cch2.org/portal/collections/individual/index.php?occid=375702
